company,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Ford Motor Company (F),-0.3083013986964852,-0.1113628116865999,1.3208949092812023,0.6537637797242237,0.1294656996157233,0.34044899288719166,0.5190946560253871,0.3947731242387316,0.4053169434550723,-0.08228924567624885,-0.3418675500841357,0.12884044221951574,0.5882760413783714,0.5507277446730605,-0.10949802846395984,0.08223268993906951,0.16969546819266745,0.5723139867784082,0.8828423380945942,-0.06136746022022266,-0.1660469628167199,-0.3003909297189069,-0.388676349080886,0.7863763053831292,-0.06002044182904864,-0.45125900968247634,0.00537406592815292,-0.10386175026794164,-0.6597325157151572,3.366812972420809,0.6789998161476833,-0.3591423371195319,0.22600499208703795,0.22316525302419657,0.03696771436318769,-0.05403262654928476,-0.07905709857480603,0.08732713579781293,-0.3434800520807981,0.2963975365715037,-0.03876469006750094,1.3748098975301883,-0.42180228204343706,0.15820718691657265,-0.0413441308452972
The Coca-Cola Company (KO),0.05707343979867518,0.11296404680505324,0.6006846043787772,0.08383290228662332,0.2225955669643067,0.41269373325087866,0.3797677425082064,0.03610984554054086,0.20573534371417024,0.7704526722520191,0.22723705795802407,0.7539503500065918,0.05771973648854267,0.08293417532711289,0.17437268549406637,0.4620193331710878,0.43257163573558577,0.2785859336579508,0.01319187858143999,-0.12161006762126492,0.05980235559589131,-0.2089425963094086,-0.05496617933604675,0.18127922718320644,-0.1612529575853423,-0.00661181271464783,0.231046066103626,0.3045422752917799,-0.24099008902747976,0.3029842998532086,0.190200298767518,0.09458668385196622,0.06527579569059849,0.172330502036669,0.05266087066623215,0.051398345868924,-0.00357073867392587,0.14382062917422722,0.06773461063438702,0.20599456888541368,0.02469148423571154,0.1137246823359348,0.10609567779733851,-0.04434521352100951,0.161457874708008
McDonald's Corporation (MCD),0.15914453505050785,0.36192898132292073,0.4079959854690307,0.18575402830483667,0.11622373825653388,0.5884862198604128,0.14008861520978622,0.0959462834660454,0.10740682577134608,0.44863112291642415,-0.1464884601873926,0.3189199292620142,0.29434975676752373,0.17865339009375503,0.03458454025220825,0.5537334642685745,0.01164528595214164,0.05926822997226488,0.6176795514853228,0.05452668624698575,-0.15106855578922151,-0.2148695848187282,-0.3840499633943548,0.5681885260244168,0.3151467834808803,0.07335486695531501,0.34673823813432936,0.3638427278373504,0.08585979306053115,0.03961733408777812,0.2694276996237135,0.3466067102144772,-0.09259663684373776,0.13594837136148885,-0.00101410625343623,0.3042911558675856,0.06206086331784988,0.4505027188583184,0.05779126373463117,0.1397147151939917,0.1129679043002696,0.27788090769572515,0.00508116195861396,0.15062027823917346,0.00471779915816683
The Boeing Company (BA),0.3839285178639349,-0.4660843404830851,0.6099366613305419,0.3381815432944597,0.3339761992564887,0.414367727082511,5.904037688955199e-4,-0.2537877017661653,0.6749032533633226,0.5037437364248152,0.16948699552708635,0.07425594189869855,-0.13937416584802953,0.10697832098261316,0.1117513764400926,0.6967140143010864,0.37624607836573176,-0.07089994220798657,-0.3248118629981408,0.2870058881300266,0.6121800142364062,-0.404288257136015,-0.13396472046265584,0.30433341484050036,0.24888685615364217,0.3791112733602433,0.28392775266953074,-0.00109279494881664,-0.5006666783314544,0.3178860547325073,0.23574785188703573,0.15147048200931668,0.05217755795211287,0.8472287955782749,-0.02546557933929749,0.14065113233797644,0.1130879599955803,0.9471504904373595,0.11501667001109306,0.03338231446000184,-0.33898092329265683,-0.05951597860262392,-0.05379496044629761,0.36836577324506115,-0.4053173009704487
Caterpillar Inc. (CAT),0.08920196494410626,-0.04310329531703549,-0.2359237252364188,0.21792022918777776,-0.3240478566466872,0.37529428731148906,-0.03351287943972114,0.5609468086848608,0.03891413403075639,-0.07224325294577982,-0.16861313708603853,-0.04208736988851891,0.2374111931785123,0.6744989809717472,0.24930145340019205,0.0877548495639846,0.3108082170659805,0.3131159095449123,-0.03054368444532707,0.04671986833528385,0.04128713070776468,0.13648169819244926,-0.09760297932340944,0.8614446809487304,0.1973882584249722,0.206746313911647,0.07858178053941511,0.2048427325919819,-0.3680338788769428,0.3321741819081008,0.6853015159937492,-0.01452844701363842,0.01595304338112657,0.03420369333544992,0.0347651847664856,-0.22973633644190516,0.4210583987940444,0.7503366766337269,-0.17558113905527128,0.1951360416390182,0.2696594451877492,0.15953665407900264,0.185988254619988,0.2594878216139358,0.32634515209149395
3M Company (MMM),0.25275547359642503,-0.02378478508625792,0.45388744825771377,0.14562348576465278,-0.00476916368946023,0.19304325381731235,0.3453463902188201,0.13523155940700304,-0.00171412534501647,0.3302909617259282,0.11637772569379834,0.15086958274008522,0.09186708021021572,0.11466828115406114,0.01502439766955054,0.28431559113080196,0.3347114672719944,0.01208171173422068,-0.11044883648942884,0.4109624168981074,0.26246308968783527,0.0019280885609072,0.06415662900367569,0.4062461512702997,-0.01744670601271081,-0.0349961516091325,0.02972838367105867,0.10740024760742428,-0.29831876786139633,0.4853374302007461,0.07068813737073087,-0.0283654575771155,0.16666891150890462,0.5444910661625642,0.20003643654321568,-0.0591151964277673,0.21716735352594352,0.34903747436299803,-0.1689914703163945,-0.0429079569222639,0.02765196604150488,0.04850542865490537,-0.29626354048856796,-0.03328088445631705,0.40464690911193224
Honeywell International Inc. (HON),0.16207674763163382,-0.14102407601625322,-0.21233447100721892,0.8138628507246373,-0.02678294224609945,0.3984751217010014,-0.1064297653067784,-0.2643291897986837,0.22568688041402377,0.12950287067165367,-0.18136221955028764,0.7049142528184218,0.4043352382036316,0.3279242329271208,-0.12643306320156367,0.4231454858796595,0.43138131877418817,0.17446664046687288,0.15838646611927798,0.3177826461759965,-0.16628673490909365,-0.27038733781656654,-0.2729137791139211,0.43332357178498704,0.08234940222132359,0.07544973884822181,0.24136095883797193,0.3863516487598011,-0.4531715760655305,0.2373880643856443,0.3945678187788724,0.04887150394773298,0.1987207262575752,0.4702598597790319,0.11548436613345658,0.05801869009407756,0.14942167499593606,0.3509963889648391,-0.08266261110780071,0.36695127673994254,0.2297274721996223,-0.00294767539643381,0.04902794968597179,1.893506670063161e-4,0.0080635541683316
Lockheed Martin Corporation (LMT),0.00751865656068173,0.39552365170135273,0.5668436200850453,0.6382248854668102,0.11207148283468048,0.13318055453151856,0.04041349553940643,-0.2951037793332564,0.246124273392178,-0.01844823728782241,-0.08784903540153555,0.4000111260754833,0.313964251357582,0.24895883271470257,0.10094844717452678,0.8162072004826371,0.18046519749174905,0.09482408747107685,-0.12603607248226845,-0.4690375043185629,0.5803138978622919,0.3898672842339712,0.2468640159751998,-0.09912821542801364,0.09989860485480984,0.16514387613306214,0.4698792835292058,0.15975153702184008,-0.1855946422950061,-0.07585488522269568,-0.03837356309473994,0.2070426234391347,0.19516244949530415,0.6811398685233612,0.33761223352283554,0.161845690397312,0.18371623237970347,0.31765977433057024,-0.1634590915019225,0.5254663862958451,-0.06493352835019495,0.03151640481702422,0.4047566282546166,-0.04308626965222539,0.2651443329896237
Raytheon Technologies Corporation (RTX),0.5097471985410189,-0.28225280266408537,0.43368998751810794,0.32934037512089187,0.04040042764289531,0.2375578133838616,0.08292375014949016,-0.24067786765834984,0.2654770550579484,0.36128410984039294,-0.08531039851351963,0.17789505918543846,-0.08844738073131742,0.33221023461639954,0.04513128952797629,0.5494076603596163,0.4237707926338279,0.11689103999359918,0.5162003009320575,0.2092874566068017,0.22585714983402896,-0.1673798462842605,-0.02721550912727433,0.5539141683098918,0.10739216921803374,0.10041282203802648,0.13656148429160586,0.24460478913227712,-0.28487430171072503,0.3318637369832005,0.16173694295994134,-0.04972267911186223,0.1514624927580126,0.41862165905629434,0.0323233538328318,-0.14449069109548218,0.1714021106746806,0.1913135452810613,-0.14657377004223782,0.43821368140943173,-0.21953878157406148,0.2326644373118698,0.20013968531181825,-0.14438321601834203,0.5143823178923308
Northrop Grumman Corporation (NOC),NA,0,0.488880426748084,0.1692715553869466,0.2535635945929102,0.28444665569977623,-0.08623801101814998,-0.33009876247217274,0.13270060648856252,-0.3367952256222998,0.06815224769881323,0.5871720211552649,0.3608881327628712,0.1463029743543358,0.1696545442248023,0.5709848375258879,0.32320531591002544,0.4141633062774961,-0.35063559315224213,-0.24217693930363549,0.5727273511052868,0.23661372866355945,-0.02393560733245259,0.00318030949663294,0.15678994603905094,0.1263034990844316,0.1462623438951296,0.1845623804650769,-0.412221720307947,0.2846331096801942,0.19649266915660024,0.0332505952566422,0.19590796574040523,0.7440583088993746,0.3138910138130826,0.3047250221825979,0.25200849410967185,0.3388490682565888,-0.18952207133911703,0.4268849420329621,-0.09919200409391492,0.29293906638352674,0.4301890800060264,-0.12791130740039824,0.12330391970167676
General Electric Company (GE),0.32889356677011605,-0.01375230480223577,0.733777549043042,0.2785080220759215,0.00324989034838329,0.33186557559364727,0.21849548212615488,0.05313621742154617,0.04722027293283415,0.4870574616464456,-0.08137876871141203,0.373710184614704,0.15076783577473707,0.2605910427724374,0.00223845555730872,0.4513657942522513,0.40297843419622703,0.5097979087288944,0.4101540329416948,0.5357548697733494,-0.0602501461740238,-0.1505971995631704,-0.3768257370280258,0.3073431012124268,0.2067195353275444,-0.01431587990526517,0.0933487675167548,0.02684365422188461,-0.539431531908547,-0.01861852311467082,0.2429035754855262,0.01338136979367998,0.21588496832773152,0.3785942377631655,-0.06663876093064836,0.2752961981247368,0.04616969948477822,-0.42916179056091297,-0.5538979686936532,0.5393666577229805,-0.02734721526016559,0.09685296816653176,-0.10923238391709034,0.9571232543834276,0.7670264601625227
Emerson Electric Co. (EMR),0.09525000756161806,0.3010346049794841,0.3878068305649875,0.13879552932057782,0.08376648102040285,0.21240665490229785,0.0655152343613905,0.2674269831338343,-0.09205691761963009,0.3278446728127029,0.0087894696296833,0.5002171468322485,0.02788317775354265,0.12327039251516991,0.06232454324875203,0.3452741450479535,0.2125865704012173,0.18940464930974032,0.09266757364681856,-0.03082851724047264,0.4077846648107233,-0.25680895995738895,-0.08278082585439117,0.31319116540867253,0.11096410220631724,0.09224085256610937,0.2067451071530102,0.31444925876711727,-0.33569231167795244,0.20714089963373805,0.37844954280743104,-0.16231913599850323,0.17362760135761035,0.3616297224919949,-0.09619534741456948,-0.19717178988067163,0.21006324988789915,0.29049763353209457,-0.11872520497566363,0.31534882268141384,0.08608618441885363,0.18195033336881128,0.05735625553373458,0.03753422468957423,0.12728308028057644
