company,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
International Business Machines Corporation (IBM),0.14644598547375787,-0.11060716251033342,0.7798286797632861,0.3095028666890214,0.04456454071330662,0.3062732413099747,-0.20350294096908528,-0.00735254270139396,0.09576626079187632,-0.1943400295885068,0.25703849893969166,-0.1755142328077811,-0.40044443157354315,0.15829555444022314,0.32215173307061007,0.2567538147229662,0.6769802414827886,0.3930892006632507,0.774744763531136,0.1757569784624844,-0.20838054482027135,0.4300477107132967,-0.35457867739326243,0.2049811286350205,0.07187354306408245,-0.15832205970707736,0.19774160918132244,0.12835912004797456,-0.20783002737012837,0.586420300850127,0.1426123687621188,0.2741197568099638,0.05924860209787352,-0.00177591325635007,-0.1238712335212656,-0.11422336063394543,0.25210829543869995,-0.03987826010604878,-0.22557970106265424,0.23576054991997597,-0.01162626622452367,0.16652842718157812,0.1063698037031755,0.21848777601394587,0.34937948800434904
Abbott Laboratories (ABT),0.5804211558112513,-0.0442482766186012,0.43518668412286665,0.1928576741258894,-0.05160945988938037,0.6821261944244728,0.36055057114378264,0.07039090189902586,0.02208988702827374,0.44706407605961185,0.3523256719736343,0.5609854784661976,-0.10095081358880575,1.9463709962641573e-4,0.12975219625972167,0.3045007491188765,0.2455638785151162,0.319708316145505,0.5184138108520786,-0.24791620547794613,0.35842867872164197,0.17078273781848008,-0.2673370165946195,0.19272073072895957,0.17803113910454527,-0.13483094235539506,0.2686393101946074,0.18043256417195552,-0.02485559468638643,0.04579119733869685,-0.0826887761222801,0.2177621421797642,0.2029510188117627,0.2395664303627243,0.2008366112013984,0.01871746406950625,-0.12320600249647784,0.5202816747827035,0.29061801621144956,0.2208024670847113,0.28040682322004784,0.3052836256563636,-0.20681896611934691,0.02260621233451654,0.05841184676877087
Danaher Corporation (DHR),-0.05555599593501392,-0.1764725672706653,-0.2857184068004337,0.8000155501569344,0.5555510920485025,0.12499795950712068,0.5714314010816777,0.3737366867952552,0.6617651661244792,0.07964605103232825,0.0491801354917285,0.26562481578876573,0.2839499980414244,0.47180382451306224,0.374616921719348,0.2184764058994446,0.4720757290670408,0.35644781865389885,0.7230811813291778,-0.11058387023674864,0.41903421644876815,-0.11671335596653942,0.09093471709792844,0.3980716879417521,0.25285939247842215,-0.02713992477797489,0.3002354428877223,0.21288356960699129,-0.35367903668852496,0.33106749625071585,0.25694630312315225,-9.025846091152978e-4,0.1905799331106337,0.3831100050828071,0.11585308223630177,0.09040143897717344,0.730729205005612,0.2001310341783682,0.11804512161607228,0.49553796503934033,0.45336456663395497,0.48566182444790473,-0.19020917549414176,-0.01239257366951052,0.06406455205899886
"Nike, Inc. (NKE)",-0.08695708236108324,0.34523324717848425,0.59734757863144194,-0.3573396897905182,-0.4568972265468043,0.7936473999353282,-0.1681399265746426,0.6738187951286396,0.38269894599988685,1.0393528529162683,0.5308982482368416,0.8008202491995187,0.14813385284532843,-0.4418270585596464,0.6163902381038862,0.8693032067386084,0.727332898103179,-0.3463885395445385,0.04443673102254619,0.2275931727213325,0.1331598245236476,0.01312962571781395,-0.2051594143327703,0.5480088256895428,0.3319696195777342,-0.03692131227175899,0.14967626448388405,0.31295635268448785,-0.1935225788977064,0.3203932183837763,0.3124090875631267,0.1448175434660448,0.08664902778037176,0.5449963037312628,0.23754808253508597,0.31387448180784294,-0.1770061545517677,0.24699783192904268,0.1986818183639396,0.3809405449870249,0.4097152136891322,0.1869880418257437,-0.29041107974594216,-0.06013700089575657,-0.2650336494237445
"Salesforce, Inc. (CRM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01511623322073829,0.891971284024109,0.13728565722538888,0.719890153578534,-0.4893922648827034,1.304592141239639,0.7893457034242652,-0.2313637276155791,0.6568105428266267,0.3132659446270123,0.07465121665251306,0.32186806885489827,-0.12678567990016645,0.4932807076262127,0.33982210852135797,0.1874132029241362,0.3682366180767469,0.14200335140816311,-0.47825919400182915,0.9846142873672714,0.10872329564741512
Adobe Inc. (ADBE),NA,NA,NA,NA,NA,NA,0.8888870163316251,1.313722166241654,0.6610172992924754,-0.17346958657966105,0.4462850947352454,1.2601331079654965,-0.5156398975481402,0.4250332780984589,0.3465553269324191,1.0932772195255605,-0.3937884297821016,0.11107426631233208,0.13728593086537444,1.883626999707016,0.7315478539536306,-0.46541141248461226,-0.2001150260508887,0.5783062188073003,0.6077086413920649,0.1784268116479215,0.1125541112137034,0.03915371235827436,-0.5017551803509075,0.7275714982460277,-0.16313209058692824,-0.08154646435634572,0.33286168005094185,0.5891719899983661,0.21409478375833424,0.29215964765838454,0.095912223468972,0.7021856307704941,0.2910294362093562,0.4577881433465536,0.5163882199427161,0.13384788269807313,-0.4065354632169702,0.7727987928267868,-0.18920546259555537
"PayPal Holdings, Inc. (PYPL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01389262692051984,0.09033150245431498,0.8652140985485015,0.1422166965593421,0.2863598867848247,1.1651104826909298,-0.19479075880291088,-0.6223353455871328,-0.13774222416664772,0.3304021682339269
"Netflix, Inc. (NFLX)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3426864622621676,3.9673004327922903,-0.5490948565529009,1.1946466068446284,-0.04434574361137733,0.02938884833448085,0.12284003009842182,0.8430913163262901,2.189326651392528,-0.6056346269336317,0.3362679591236646,2.976347229727611,-0.07214056984761219,1.3437837342634666,0.08235710810054542,0.550565444118877,0.3943529605157783,0.20888441641318023,0.6711375227276115,0.11412354447068164,-0.5105238634755289,0.651112306093125,0.550032831718825
Texas Instruments Inc. (TXN),0.46765670189703035,-0.31959680466229645,0.7079141473595059,0.0454012293468935,-0.1241774618953716,-0.09935391529879845,0.13919283595396492,0.43191129342022494,-0.2526088161112088,-0.10853690953390303,0.08135945458657057,-0.17203916129638408,0.5443966451837159,0.3771048387801659,0.19441361270459856,0.3899876741099433,0.25324952625853525,0.42214201764536696,0.910889068219537,1.2632608520107107,-0.01795880921517079,-0.40750593486534215,-0.4618959649468066,0.9659476701826928,-0.15896425859189767,0.30777579660123044,-0.09820330350987848,0.17013760758938634,-0.5275818687779048,0.7184306883432814,0.2707554148325042,-0.08876086529154115,0.08713082293560359,0.4628659769722965,0.25092385180988575,0.05174217930904934,0.3671132470209961,0.46745970104880974,-0.0716951624181742,0.39563447829297793,0.31701269679840616,0.17530966316529484,-0.09857429827571218,0.06409001285572602,0.24037119222164272
Broadcom Inc. (AVGO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13040791368468274,0.5574369808686974,0.02852813442545443,0.115923497061861,0.7074376847112211,0.9321692221860672,0.4603703761138111,0.23645618233103205,0.4818610245932669,0.03621966827065992,0.29051621668807326,0.4488006745512236,0.564849023097387,-0.13269687722793533,1.0418424755603746,0.5665099819739259
Qualcomm Incorporated (QCOM),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37500013826735934,-0.02020177579981263,1.185565413784566,-0.09433939364095968,0.7916674803170007,-0.07267465384948546,0.26645725834887,0.04898924389940906,26.19418857099043,-0.5333567558361598,-0.3855510535879952,-0.27940624733030217,0.4914321031584083,0.5820234794415224,0.02490254810100944,-0.11311328344301096,0.05534836866523474,-0.07636490298722776,0.31190127830213354,0.09006830016626854,0.12247884710032442,0.14889764294155272,0.22360564540982453,0.02256662428442446,-0.3063277739977047,0.35090719868913434,0.02046394837804266,-0.07588783888493944,0.6076413324992247,0.7708317636150317,0.2225321953164805,-0.3858253252280974,0.3507364957705432,0.19424882440687363
Starbucks Corporation (SBUX),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7209280527923756,0.2027035904303751,0.2359541484141099,0.5272731882859769,0.36309558502069894,0.34061109117649235,0.4625400244254183,-0.13585760310209427,0.8247429786376674,-0.13898353500331695,0.06981641761637025,0.6270864061794978,0.8805787182562961,-0.03752406514776596,0.18027297173461895,-0.422077774300516,-0.537860391196582,1.437632694118864,0.41241497510425584,0.4536555162070257,0.18278260230152443,0.481068509319573,0.06243525872511002,0.4821125579180796,-0.06128896455577315,0.05360545771922265,0.14736075994921838,0.3908525075370428,0.2418833734641921,0.11145629210394814,-0.13176344920466287,-0.01185119606194362,0.03358335377467014
General Motors Company (GM),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07809298942712628,-0.4500812916985709,0.4222984503615126,0.417620583578471,-0.1156335537810146,0.01518140486329633,0.07456447403365263,0.22511513371782765,-0.15056393000233947,0.14018333285112683,0.15158403923201447,0.408020981864782,-0.4236433561576375,0.07921884709268179,0.4613816483617075
